image;caption
4615743138.jpg; An African American man in a brown shirt is singing on a stage .
4615743138.jpg; Man singing on a stage with band .
4615743138.jpg; A band is playing on a stage while a lady sings .
5536107008.jpg; A young man is on his laptop in an office setting .
5536107008.jpg; A young man in a blue shirt is working at his computer , drinking coffee .
5536107008.jpg; A young Caucasian man sits at a desk using a laptop computer .
2680619645.jpg; The black and brown dog is standing with its legs apart on the beach .
2680619645.jpg; A black dog is standing with his legs spread wide apart on some sand
2680619645.jpg; An aggressive dog .
301260428.jpg; A small brown bird eats on grass .
301260428.jpg; A bird stands in the grass , eating something it has found .
301260428.jpg; A bird crouches low with an object in its beak .
3619232550.jpg; a band in the studio
3619232550.jpg; Three musicians are posing for a photograph in a soundproof studio booth .
3619232550.jpg; A group of musicians are recording music .
7277131866.jpg; A man in glasses working a food processor and standing behind eggs , flour , oranges and butter .
7277131866.jpg; A man is preparing to make some food and has laid the ingredients out on the counter before him .
7277131866.jpg; A man holds a food processor with flour , eggs , and an orange in the foreground .
4480560554.jpg; Cars are driving under a bridge in a city .
4480560554.jpg; People walk over a bridge across a busy highway .
4480560554.jpg; People walk on a bridge over a freeway full of cars .
4751210999.jpg; A girl in black t-shirt and blue jeans walking on the pathway .
4751210999.jpg; A woman in a black shirt and blue jeans is walking down the sidewalk .
4751210999.jpg; a black girl walking down the sidewalk with a cellphone in her hand .
3335127933.jpg; Men and women sit in a meeting and listen to a presentation .
3335127933.jpg; Several people are sitting at a meeting room table with computers and memo pads and some are watching a big screen TV that 's hanging on the wall .
3335127933.jpg; group of adults sitting around table listening to presentation
4647706823.jpg; Mom and her son put together a wooden track for cars .
4647706823.jpg; A woman and a child are playing with a wooden truck and track set .
4647706823.jpg; A woman wearing gray and a boy wearing a white shirt playing with toys on the ground .
2954291559.jpg; A man wearing a hard hat is standing next to a flag on top of a metal structure .
2954291559.jpg; A construction workers standing on a beam beside and american flag .
2954291559.jpg; Construction worker standing atop an unfinished building .
174611183.jpg; Two people are enjoying drinks while having a conversation with one another outdoors .
174611183.jpg; A man in a blue shirt and a woman in a dress having a conversation while drinking .
174611183.jpg; guy and a girl drinking beer .
2926233397.jpg; A large dog wades through shallow water .
2926233397.jpg; A dog is almost all the way in the water and takes a drink .
2926233397.jpg; A dog , possibly a basset hound , stands nose-deep in pond water .
4784329487.jpg; A group of boys are in the street .
4784329487.jpg; There is a group of children formed in a circle and talking , while one younger child , in a green shirt , stands singled out and observing .
4784329487.jpg; Kids standing outside on the street .
7720725874.jpg; A girl in a red top blocks a volleyball in the London Olympics .
7720725874.jpg; two hot girls playing volleyball on the beach
7720725874.jpg; Three girls are outside in a sandy area playing volleyball while a seated woman in the background photographs them .
4857157703.jpg; This young Child , in the Blue Shirt , is working up his Muscles , or he has a bad tooth ache
4857157703.jpg; A man in a purple shirt and blue jeans playing the harmonica by a red bus .
4857157703.jpg; A person in a purple shirt rubs their eyes under their glasses as the stand in front of a red and yellow bus .
967719295.jpg; A tan dog jumping off of a boat into the water .
967719295.jpg; A light colored dog jumping off the back of a boat into the water .
967719295.jpg; The yellow dog is jumping off of a ship into the water .
166654939.jpg; Ralley cars muscle for position on a dirt track .
166654939.jpg; Cars racing on a dirt track
166654939.jpg; Race cars are racing each other on a dirt racetrack and the green one is in the lead .
4676087367.jpg; A man with a hat , dark-rimmed glasses , and a gray shirt looks off to the side .
4676087367.jpg; A man in a t-shirt , glasses and a National Bohemian Beer cap is looking to his right and smiling .
4676087367.jpg; A man with glasses is wearing a shirt that says to go downtown .
1500853305.jpg; A little girl hugs her brother on a footbridge in a forest .
1500853305.jpg; Two children hugging on a bridge .
1500853305.jpg; Two little children are on a wooden bridge in the woods .
1117972841.jpg; A dog is standing in the sand .
1117972841.jpg; A dog running fast in the sand .
1117972841.jpg; A brown dog is running in the sand .
4567351389.jpg; The children and their parents are waiting by the steps .
4567351389.jpg; The young girl came prepared for rain .
4567351389.jpg; Children are wandering about , wearing jackets .
4645807725.jpg; The man in the white coat is trying to diagnose the problem so that he can fix it and get the machine running again .
4645807725.jpg; A man in a white jacket sits behind a large machine with the logo DBS .
4645807725.jpg; A man is standing behind a giant green machine .
7571856890.jpg; Man wearing a light blue turban , accompanied with two young children .
7571856890.jpg; A man with his young children .
7571856890.jpg; A man in a colorful turban spending time with what appears to be his two young daughters .
2665806290.jpg; A woman holding her baby in front of a statue .
2665806290.jpg; A woman is standing with a baby next to a statue .
2665806290.jpg; A woman holding a small baby is standing in the shadows of a large statue of a religious figure .
2119380659.jpg; A baby in a Christmas outfit looks at the camera .
2119380659.jpg; A woman smiling at a baby .
2119380659.jpg; A baby is laying on a pillow wearing Christmas pajamas .
2547366477.jpg; A man with a backpack and two children are on the beach .
2547366477.jpg; A man wearing a backpack with two children on a beach .
2547366477.jpg; A mildly overweight man with a backpack is at the beach with two kids , who are playing in the sand .
4889806295.jpg; A middle-aged couple sharing a kiss on the street corner .
4889806295.jpg; Two lovers kissing outside on a sidewalk near a light pole .
4889806295.jpg; A man wearing a shite short-sleeved shirt kisses a woman wearing a light pink jacket while standing on a public street .
2582390123.jpg; A small dog barks at a brown and white cow .
2582390123.jpg; A sheepdog barks at a cow .
2582390123.jpg; A small gray dog is in the grass with a brown cow .
3172384527.jpg; A large group of asian people are eating at a restaurant .
3172384527.jpg; Many people are eating in a crowded restaurant .
3172384527.jpg; Many people sitting at many tables .
1153857697.jpg; Girl learning about animals at the zoo .
1153857697.jpg; A man and a woman under a structure in an outdoor setting .
1153857697.jpg; A man in tan shorts talking to a young girl in a red shirt .
223761052.jpg; Two men working on a car with a big red jack in front of it .
223761052.jpg; Two men in a garage are fixing the engine of a car .
223761052.jpg; Two men working on a car engine in a garage .
5790434381.jpg; Four construction workers putting netting on some scaffolding from the bed of a large truck .
5790434381.jpg; Four construction workers in safety equipment are working on the wall of a building with the help of a red crane attached to a large truck .
5790434381.jpg; 4 construction workers working on the scaffolding of a building .
3393343330.jpg; Veteran shows off different things from a war .
