image;caption
4579150154.jpg; A gymnast wearing a black leotard is flying through the air .
4005120966.jpg; A balding man wearing a dark , blue uniform is rolling a yellow stretcher containing a large , blue duffel bag .
2421824039.jpg; A man with a bandanna on his face walking by some graffiti .
3141832468.jpg; A man in a hat holds a child .
3859203305.jpg; A man is working under a white vehicle while a child watches him .
283056265.jpg; A woman is singing as a man behind her is playing a guitar .
1285874746.jpg; A woman in a blue dress stands in a crowd .
3523474077.jpg; a man holding a digital camera standing outside of a huge building .
15308698.jpg; A couple holding on each other climbing a sand dune .
2594858432.jpg; Two men leaning on a railing wearing orange vest .
3195320645.jpg; two people walking through sand dunes
1389323170.jpg; Woman sitting on a turquoise bench with a pillow and a bag near a restaurant .
2286239223.jpg; The two people sit on the bench while the man in the tan jacket smokes .
4676970150.jpg; A man and woman walking with their arms around each other .
2716251485.jpg; A man carrying an orange bag walks past two British style telephone boxes .
4420174290.jpg; A little girl reaches over to brush a goat .
41253213.jpg; Large group of people seated in white tent .
7617060434.jpg; A teen is standing in a field and is in the upswing position after hitting a golf ball .
4590405808.jpg; Everyone is staring at the guy wearing the unusual clothing .
3224560800.jpg; A man twirling a flaming baton .
7253781238.jpg; A young woman is leaping in midair on a skateboard .
3353770555.jpg; A woman looks at pictures in a gallery .
1081595465.jpg; A group of construction workers dressed in orange safety vest sit on the ground assembling a railroad track .
7754284046.jpg; A child 's hands are shown holing a piece of pink sidewalk chalk , drawing on the cement .
3535084928.jpg; A closeup of a dog with a white chest licking its nose .
2623560640.jpg; A man and young girl and standing under a large redwood tree .
4095232321.jpg; Two young people are wearing costumes .
3134341610.jpg; A man and woman in masks and costume make a toast in front of a christmas tree .
275172236.jpg; A woman is working at a food stand in the city .
2667126590.jpg; A blond woman wearing a blue and pink floral tie-front bikini on a beach , readying to put a flagpole in the sand .
4750517123.jpg; Woman with pink umbrella walking down rainy urban street .
4944374247.jpg; A woman in a red striped shirt and red shorts is holding a white bag while sitting with several people behind her and one person beside her .
1328411383.jpg; A man and woman , both wearing shorts , are walking down a sidewalk .
4866339868.jpg; Two people jogging together near the waterside .
3460358347.jpg; A boy in blue clothing is riding a bicycle .
6598423657.jpg; A black-haired woman is using her makeup brush on another woman while holding her pinky up .
1682079482.jpg; A young girl making a wide mouthed expression while swinging .
6244908705.jpg; The man is riding his bike along a trail .
4623271447.jpg; A woman wearing a yellow shirt with big sunglasses is walking on a brick paved road .
2839807428.jpg; A collie catches a white Frisbee at an obedience competition .
538271607.jpg; A photographer taking a picture of a man jumping down the stairs .
3897974076.jpg; Three people are climbing up an open iron staircase .
356478206.jpg; A girl dressed all in pink is jumping up in the air with her arms spread wide at a bowling alley .
6681702979.jpg; Two younger people and an older gentleman are intently observing some sand .
4952701904.jpg; Two cowboys ride their horses and they work together to catch the bull .
398413603.jpg; A small white dog jumping to catch a tennis ball .
6280457017.jpg; A person wearing a white jumpsuit is riding a fast moving motorcycle on a racetrack .
6958079140.jpg; A guy is shooting his rifle at a shooting range .
4658311580.jpg; Two men are walking on the street
3477672764.jpg; A young soccer player chasing after the ball with another player on the right .
1448269321.jpg; A lady in jeans and high heels .
2562166462.jpg; A man sitting on a bench between a tree and a bush .
4637004566.jpg; A blond-haired boy in his pajamas sits on a red chair next to a black guitar and looks at a book .
3692593096.jpg; Airplane emitting heavy red colored smoke .
4957517466.jpg; A woman with an umbrella and other people walking on a street .
567459261.jpg; Teenager on a skateboard jumping over a child .
861608773.jpg; a black dog runs through a field .
247617754.jpg; Woman sitting and looking at phone , with a black backpack .
4525771890.jpg; A young woman is about to descend the stairs into a metro station .
527076501.jpg; A man is painting a vibrantly colored city scene .
69710415.jpg; Two men are sitting on a rock near the ocean with another man standing nearby .
2650620212.jpg; A black poodle walks on the edge of a pool .
519524552.jpg; a crowd of people is setting outside watching a performance .
377406355.jpg; A man is sitting , surrounded by merchandise that is for sale .
3335501468.jpg; Mallard duck swimming out in the water .
5265298056.jpg; In a school gym , one girl , one adult male , and four boys - one of whom holds a drumstick - sit on stackable chairs encircling a large drum while a woman stands slightly behind the circle , one hand to her ear , her mouth slightly open .
6569938885.jpg; 3 team members , wearing 3 uniforms , are jumping towards the volleyball nets to block an opposing teams , wearing a yellow uniforms , spike .
488590040.jpg; Two fisherman looking at the water .
33394719.jpg; A hiker in a black shirt is standing before an ice covered mountain .
5393330953.jpg; Two figures in a red and green boat are gazing toward some large rocks on the shore .
3190172940.jpg; Here are a bunch of people enjoying dinner and chatting .
2922721663.jpg; Two men dressed in robes are in a brightly decorated room with candles .
780605882.jpg; A crowd of people walking on a pavement at night .
78541903.jpg; Two women dressed in bright pink dress accompany a young boy in a pink shirt to a clothing store .
4430468539.jpg; A woman and a young man are enjoying each others company outside a realty store .
2429212017.jpg; Two kids playing in a yard with some farm animals .
224702242.jpg; A yellow lab jumping up into the air to catch a soccer ball .
4716816896.jpg; An elderly couple looking at a table of food .
2271671533.jpg; An adult hikes in the snow with a mountain in the background .
578274277.jpg; A boy has his swear gear on .
2455649161.jpg; A man with silver face paint on is wearing angel wings while another man smiles at him .
4648443136.jpg; A young man dressed in a blue jacket is holding a statue over his head .
2468466969.jpg; A man playing an accordion among in a public area .
3723903586.jpg; Some greyhound dogs are racing on a dirt track .
2203168780.jpg; A man with a goatee is working in an office .
5949201274.jpg; A young Oriental woman wearing a colorful leotard holding performance batons .
596562699.jpg; A man in a leather jacket holding a helmet at a crosswalk .
4926983629.jpg; A baby girl sits in the park holding the shoe that she took off of her foot in her hand .
3427233064.jpg; A young girl dressed all in pink is standing on a fence and looking at a horse .
3718076407.jpg; A brown and white dog retrieving a white plushie toy in a field of clover .
2526412711.jpg; Woman in shorts and tank top sitting on a stone wall .
3953382308.jpg; A pile of bags full of objects that have either came out of or go in the airplane .
5468460528.jpg; A woman is looking through a telescope , inside a building with a poster of birds .
4803960387.jpg; Yellow corn being boiled ( barbecued ) on a small aluminum canister , two pigeons standing nearby .
3228960484.jpg; Children walking on a sidewalk with yellow backpacks .
7983388093.jpg; Two men , one African-American and one white , play acoustic guitars and sing into microphones in an outdoor setting .
5217482307.jpg; A man in a blue shirt and black pants carries a bike and a large wooden thing .
4811949932.jpg; Two adults and two children pulling suitcases are passing a statue of a large globe .
